lines_of_code,function_count,class_count,import_count,dependency_count,dependent_count,in_degree,out_degree,reference_count,call_count,complexity_score,pagerank,betweenness_centrality,closeness_centrality,is_entry_point,is_test_file,is_config_file,is_private,min_path_length,num_external_deps,unused
26.11706404895866,5,0,4,6,5,5,6,5,7,2.6508219316337067,0.001956333524087595,0.002956339090269089,0.1505400469830754,0.0,0.0,0.0,0.0,1.0,2,0
140.45546439128844,4,0,6,2,3,3,2,3,5,5.916423334854327,0.014063591732550904,0.0011488596923356212,0.05291750367715209,0.0,0.0,0.0,0.0,1.0,3,0
64.25355620954522,5,0,2,3,1,1,3,1,7,7.3745732221992135,0.012469674897638955,0.000605117439057509,0.12318787803672919,0.0,1.0,0.0,1.0,3.0,3,0
46.082414919917895,4,1,0,1,4,4,1,4,9,6.378652625896806,0.013490785821194519,0.0019665753906787007,0.25756121197367615,0.0,0.0,0.0,0.0,2.0,1,0
12.633119170805582,3,0,2,0,0,0,0,0,1,1.7476721282453012,0.0007717160306292142,0.0,0.048496078647875945,0.0,1.0,0.0,0.0,99.0,2,1
12.631833136157233,2,2,1,2,5,5,2,5,8,3.8779086572539434,0.004453776905074004,0.002349329576193715,0.44594993488988804,0.0,1.0,0.0,1.0,1.0,2,0
7.692744587390631,4,0,4,3,1,1,3,1,13,1.6199889621476253,0.004355977371228672,0.0028065579567728466,0.3899474603755123,0.0,0.0,0.0,0.0,2.0,2,0
95.50538890159727,4,0,1,6,1,1,6,1,5,6.274253319746166,0.0045116290354311915,0.000395511482840194,0.19687689573155215,0.0,0.0,1.0,0.0,3.0,3,0
46.3586969132269,5,1,4,1,1,1,1,1,11,3.3565880775038917,0.018175590206317937,0.0029398682524827335,0.07381152102649526,0.0,0.0,0.0,1.0,1.0,1,0
60.406252776706566,1,0,8,2,3,3,2,3,3,1.3593412588399119,0.00408613570011773,0.0011718859287583117,0.4970467740192218,0.0,0.0,0.0,1.0,1.0,2,0
5.935968859961238,2,1,3,4,0,0,4,0,8,3.4714925470904427,0.0007491899730329559,0.0,0.2860202707167055,0.0,0.0,0.0,0.0,99.0,3,1
162.66008638212404,1,1,3,3,1,1,3,1,6,7.7049662146998195,0.010439048450465163,0.0007516735241837192,0.21725788027373724,0.0,0.0,0.0,0.0,3.0,1,1
85.38932945096037,4,0,3,6,1,1,6,1,6,8.343171749632047,0.010899323266488615,0.000550794048010256,0.10733321634483327,0.0,0.0,0.0,0.0,1.0,2,0
15.740943136202615,1,0,5,2,2,2,2,2,0,3.0784229628364956,0.0037678050291008163,0.0013414534843405063,0.10957613048551086,0.0,0.0,0.0,0.0,1.0,1,0
14.03055449373485,3,0,3,4,6,6,4,6,8,4.5485191456302125,0.00024065618936661617,0.0009282041415517119,0.4001424876185289,0.0,0.0,0.0,0.0,2.0,2,0
14.117514027451568,1,0,4,6,2,2,6,2,7,3.2961930113891924,0.002829402044631029,0.0021174599625304923,0.26474177501334345,0.0,1.0,0.0,0.0,1.0,2,0
21.32391782572147,2,0,8,2,2,2,2,2,5,6.997056606982312,0.003578107712032118,0.0018004262809664592,0.4921609608204698,0.0,0.0,0.0,1.0,3.0,5,0
38.47675238873845,5,1,5,3,0,0,3,0,3,4.109732220326415,0.0005429556697511667,0.0,0.47701788687661933,0.0,0.0,0.0,0.0,99.0,2,1
30.44916800511515,4,0,5,1,1,1,1,1,4,2.710888856591559,0.014429011256822942,6.884661703192913e-05,0.11134562326470451,0.0,1.0,0.0,0.0,1.0,6,0
20.490034664927368,3,0,1,6,2,2,6,2,6,4.708248027441815,0.0007416041804079483,0.0002486303180346989,0.4996939238645375,0.0,0.0,0.0,0.0,2.0,1,0
47.58668932549094,3,0,5,4,2,2,4,2,4,4.715019031482341,0.006872796145483519,0.0016506135623996045,0.4934314714259265,0.0,0.0,0.0,1.0,2.0,5,0
11.76055379273024,5,2,7,2,0,0,2,0,4,3.538382622865459,0.0006118926487756407,0.0,0.4016469785762724,0.0,0.0,0.0,0.0,99.0,0,1
20.548198040108105,3,0,7,4,0,0,4,0,6,3.407877146139998,0.0003892628385710645,0.0,0.20154582822352995,0.0,0.0,1.0,0.0,99.0,1,1
25.532474819938116,2,0,2,4,4,4,4,4,3,7.099576049596253,0.024256819147504497,0.0006698924400947567,0.11983095143292331,1.0,0.0,0.0,0.0,3.0,4,0
32.402060953689876,1,0,3,2,0,0,2,0,3,3.9301544866524143,0.000633397917191844,0.0,0.060547766576170704,0.0,0.0,0.0,0.0,99.0,1,1
74.20712049639104,2,2,2,5,2,2,5,2,3,1.8540172738286456,0.005708913557904902,0.0011747448664438647,0.03546737271406629,0.0,0.0,0.0,1.0,2.0,2,0
15.023113795791064,1,2,3,2,1,1,2,1,5,2.2383012103741793,0.007646179904299962,0.001006900815411461,0.4121931678300018,0.0,0.0,0.0,0.0,2.0,6,0
37.49131197649075,2,0,7,2,0,0,2,0,7,4.053628909023372,0.0007467251309351293,0.0,0.4733251934793638,0.0,0.0,0.0,0.0,99.0,2,1
45.38771245893923,1,1,3,3,3,3,3,3,5,3.4547790297193703,0.014084263609669752,4.283828265521875e-05,0.3885530865157741,0.0,1.0,0.0,0.0,2.0,4,0
7.140373239038384,3,0,4,4,0,0,4,0,6,3.4061423650546394,0.00010284367572565778,0.0,0.3819290321611513,0.0,0.0,0.0,0.0,99.0,1,1
47.089985929232455,3,2,4,2,0,0,2,0,2,1.9194482515020412,0.00011398162286760236,0.0,0.21343785373155982,0.0,0.0,0.0,1.0,99.0,1,1
13.41325633898374,6,0,7,3,0,0,3,0,2,5.084802183130638,0.0005127285809832867,0.0,0.3241786735106125,0.0,1.0,0.0,0.0,99.0,3,0
8.02687688956869,5,0,1,5,4,4,5,4,5,4.310050450880761,0.004138868347147339,0.0011267081913983242,0.3388956412678603,0.0,1.0,0.0,0.0,2.0,1,0
138.81595070781188,6,0,4,4,1,1,4,1,5,3.7271574103682377,0.009894659935432605,0.00010102596351429948,0.1360667179488336,0.0,0.0,0.0,0.0,2.0,3,0
156.67836541075278,1,0,4,2,4,4,2,4,3,1.7192036374181536,0.0022293797641022824,0.00042853597977020476,0.37195295582126003,0.0,0.0,0.0,0.0,2.0,5,0
79.35492077657945,2,1,5,4,8,8,4,8,9,2.394672755297544,0.00033879195829663537,0.0019176424019986518,0.08159731354777988,0.0,1.0,0.0,0.0,1.0,5,0
21.34795369859412,4,0,1,2,8,8,2,8,4,1.8675113784434756,0.001493262126045796,0.0009739613592870277,0.1537935313937399,0.0,0.0,0.0,0.0,3.0,5,0
9.624979175112781,2,2,1,3,4,4,3,4,6,2.018471518567072,0.001748296371828873,0.0012981002345334822,0.29895710461369873,0.0,0.0,0.0,0.0,2.0,3,0
56.87378433943978,1,0,2,2,0,0,2,0,6,2.1390190741746125,0.0004961604974873602,0.0,0.2743913858080438,0.0,0.0,0.0,0.0,99.0,0,1
31.104087916342927,4,0,1,2,0,0,2,0,4,2.0758669261609723,0.000995390402561462,0.0,0.3552449193662753,0.0,0.0,0.0,1.0,99.0,2,1
10.85685052795019,4,0,4,4,4,4,4,4,8,2.374385182623835,0.0026074906833589997,0.0009057876183325062,0.29562773893173483,0.0,0.0,0.0,0.0,3.0,4,0
35.75962526603676,1,0,2,0,2,2,0,2,5,8.97658590581429,0.0022125608939325267,0.002080959304103831,0.034276292728914144,0.0,0.0,0.0,0.0,1.0,2,0
6.574717464956558,4,1,1,1,1,1,1,1,5,3.8743418164163104,0.0007606532599388288,0.001276028720487368,0.4890744685910074,1.0,0.0,0.0,0.0,1.0,3,0
113.01902993268607,3,0,3,6,1,1,6,1,7,3.184742783071209,0.005825407547039349,0.0008992118042603676,0.3841095892320447,0.0,0.0,0.0,0.0,3.0,1,1
18.475599957830873,1,0,2,3,1,1,3,1,6,4.710978479617934,0.00757579636755532,0.0007321401651023249,0.441411286733844,0.0,0.0,0.0,1.0,2.0,2,1
53.88151093542412,2,0,2,4,0,0,4,0,6,1.4189898871878612,0.00014272472343093557,0.0,0.4039247979455035,0.0,0.0,0.0,0.0,99.0,4,1
21.809596174593064,1,0,4,6,1,1,6,1,7,3.4769280369452993,0.003104964815259893,0.0003568289431636763,0.11407291011387713,0.0,0.0,0.0,0.0,1.0,0,0
38.03499031591529,2,2,5,4,1,1,4,1,6,4.921704802620391,0.0031487512869669606,9.492643402846916e-05,0.4670272900250483,0.0,0.0,1.0,0.0,1.0,1,0
40.60507090918089,2,0,1,3,2,2,3,2,9,8.445517391470744,0.00439444839070023,0.0038439203162628772,0.4922010118418434,0.0,1.0,0.0,0.0,1.0,2,0
14.197486977855759,3,1,1,2,2,2,2,2,4,3.556698536665028,0.014521626443752182,0.0013151735733629843,0.04854938314359029,0.0,0.0,0.0,0.0,1.0,2,0
162.1763209731302,4,0,4,6,1,1,6,1,5,2.670687539809137,0.014007769351679689,0.00042795058624055997,0.08763325248617623,0.0,0.0,0.0,0.0,1.0,2,1
72.15104197121633,4,0,5,8,1,1,8,1,10,1.938840736324544,0.0070054924865143725,0.0019398687684600608,0.4952440007570047,0.0,0.0,0.0,1.0,3.0,1,1
131.2292488681212,0,2,4,5,0,0,5,0,4,3.5722559987802938,0.000163938210843846,0.0,0.15379766289272312,0.0,0.0,0.0,1.0,99.0,3,1
106.34683988903885,3,0,2,2,4,4,2,4,1,2.680902210833153,0.0043466695554424265,0.0010280790901265942,0.4117033093195583,0.0,0.0,1.0,1.0,2.0,2,0
45.997448557247374,0,0,3,1,1,1,1,1,7,2.877658670414516,0.006451280563046197,0.003983137986440128,0.04633010427627319,1.0,0.0,0.0,1.0,2.0,1,0
119.72459206712323,3,0,7,6,3,3,6,3,2,3.715000120159889,0.00020698788568230934,0.0010989073386271835,0.36889605393797065,1.0,0.0,0.0,0.0,3.0,1,0
9.169495652890202,1,0,2,3,1,1,3,1,7,2.5367569970601305,0.001203770146966021,0.001441267715811225,0.3536835494237733,0.0,1.0,1.0,0.0,3.0,2,0
14.816061258407036,4,1,6,1,1,1,1,1,6,1.7044080959602246,0.002314435337599876,0.0019837635807827725,0.4694458393795383,0.0,0.0,0.0,0.0,3.0,2,0
7.082688455907438,5,0,9,2,2,2,2,2,5,4.123901358666517,0.003487260732658433,0.0003794577212121068,0.36707120100555224,0.0,0.0,0.0,0.0,1.0,1,0
22.708943906138906,1,1,4,1,1,1,1,1,5,2.3956836106219357,0.00359836665975117,0.0010813065201171913,0.03028581401631282,0.0,0.0,0.0,1.0,1.0,5,1
27.145863130739837,3,0,4,5,1,1,5,1,1,5.334048715390073,0.0031982077398385075,0.002018285152572199,0.23072186289926702,0.0,1.0,0.0,0.0,1.0,2,0
19.245219944397157,3,0,2,3,2,2,3,2,4,2.08669658154369,0.008397156326008383,0.0005314820452961262,0.18046640105025102,0.0,0.0,0.0,0.0,3.0,4,0
84.40510393584202,3,0,3,2,2,2,2,2,7,6.383966315517963,0.014413472489607799,0.00015938480978905189,0.28965589751023574,0.0,0.0,0.0,0.0,2.0,1,0
24.855214978844156,2,0,4,4,4,4,4,4,3,2.6416916448164676,0.012100098352326068,0.002075280313975759,0.21987804999708585,0.0,0.0,0.0,0.0,1.0,1,0
19.841127806041214,3,2,3,5,1,1,5,1,9,7.830767895859681,0.012715873354037836,0.0010642171497780215,0.1476131438036402,0.0,0.0,0.0,0.0,3.0,3,0
40.20831874434857,3,0,2,3,6,6,3,6,6,1.6883902959750328,0.0008306689499531245,0.0022217952824899793,0.33391198761593954,0.0,0.0,0.0,0.0,1.0,3,0
11.835416651928298,4,0,1,2,5,5,2,5,7,5.984075458631047,0.040016712869645636,0.0018396625844223054,0.16245660992487584,0.0,1.0,0.0,1.0,2.0,2,0
77.9217618098629,3,1,4,6,5,5,6,5,4,2.4855205717264983,0.0027764603129916223,0.0002719770587612766,0.4268220903696152,1.0,0.0,0.0,0.0,2.0,5,0
8.486414096508906,1,1,3,0,2,2,0,2,4,1.5623989154958182,0.001860090419133163,0.0017531616755924557,0.1682669559055683,0.0,0.0,0.0,0.0,3.0,2,0
200.03658528142938,2,0,4,2,5,5,2,5,3,2.2153083060937857,0.006584853954291147,0.002751636116860157,0.26251378954174487,0.0,0.0,0.0,0.0,1.0,2,0
71.57676993086801,4,1,4,6,1,1,6,1,6,7.9826411230036936,0.00013340112421952858,0.004752010879176143,0.41475063853589644,0.0,0.0,1.0,0.0,1.0,2,0
14.969274822764868,1,0,4,3,1,1,3,1,2,2.845436547298109,0.008794316750388203,0.0012417611891438972,0.4132157094190403,0.0,0.0,0.0,1.0,2.0,2,1
5.249183916917096,4,0,4,4,1,1,4,1,7,4.303592234208789,0.0016619664643225428,0.0003614147973194711,0.2971851569903881,0.0,0.0,0.0,0.0,3.0,1,1
81.04535498687567,2,0,4,1,0,0,1,0,5,2.8606698220916558,0.0002173688705571573,0.0,0.19616120610434845,0.0,0.0,0.0,0.0,99.0,1,1
60.21931583241701,1,0,5,4,2,2,4,2,1,3.562009675876821,0.0031426380491323593,0.0026110024775490757,0.28339034835853544,0.0,0.0,0.0,0.0,1.0,1,0
63.75483089545995,5,0,1,2,7,7,2,7,8,2.8370708241766964,0.010882351149509575,0.00048702033488575835,0.42634493971178083,0.0,1.0,0.0,1.0,1.0,4,0
71.3846536719581,6,0,6,1,1,1,1,1,7,2.34183011415001,0.0024561938609455867,2.392706153060455e-05,0.1172027970392794,0.0,0.0,0.0,0.0,3.0,3,0
8.461816948120836,1,0,2,2,7,7,2,7,1,4.406835896588974,0.004841214182851616,1.8944888900266404e-07,0.07001770295008557,1.0,0.0,1.0,0.0,2.0,1,0
24.97517025873046,7,1,2,3,7,7,3,7,2,1.5536637726909919,0.002439932154419804,0.0014576705342275354,0.2951957892132804,0.0,0.0,0.0,0.0,1.0,2,0
10.541754707200234,4,2,5,3,0,0,3,0,3,1.945092392183369,0.0005060010568288402,0.0,0.2912810562244387,0.0,0.0,0.0,0.0,99.0,1,1
94.48383072462002,3,1,4,3,0,0,3,0,7,4.755284842911204,0.0007428880594767488,0.0,0.1536426321570714,0.0,0.0,0.0,1.0,99.0,3,1
48.93355362705683,3,0,6,4,6,6,4,6,4,3.366132460790397,0.005619862077884556,0.0003679520444198547,0.22288579589477134,0.0,0.0,0.0,0.0,3.0,1,0
23.081846056308546,0,0,7,3,9,9,3,9,2,5.617469126170505,0.0003572392179602995,0.002978760643152341,0.05337895095879109,0.0,0.0,1.0,0.0,3.0,3,0
7.95506296121523,3,0,3,4,0,0,4,0,6,8.636612382235352,0.0005191121519587897,0.0,0.07407253245501626,0.0,0.0,0.0,0.0,99.0,0,1
21.761975768465916,3,0,0,3,2,2,3,2,2,4.781941746693947,0.009463927029336683,0.0002208739316478141,0.4158826063229687,0.0,0.0,0.0,1.0,2.0,2,0
22.69913959328591,1,0,5,1,4,4,1,4,7,8.639025042232273,0.0008999817580129769,0.0008656155351447775,0.23759185183890194,0.0,1.0,0.0,0.0,1.0,5,0
63.854410278098335,0,0,10,1,2,2,1,2,3,5.864913010068721,0.002591110996486614,0.002254970714635918,0.05890839651626724,0.0,1.0,0.0,0.0,2.0,5,0
50.670021151670895,2,1,9,1,4,4,1,4,4,2.8536109945550923,0.000491987566196596,0.002225896071444224,0.48131554656746034,0.0,0.0,0.0,0.0,3.0,3,0
103.20133605806816,4,0,5,4,1,1,4,1,6,5.272194905894917,0.006171722365863117,0.00014144052049153326,0.11287130791798271,0.0,1.0,0.0,0.0,1.0,1,0
33.75797600193394,6,0,5,3,3,3,3,3,4,7.551390119583666,0.003406851835180286,0.0009078268903550785,0.16528524627022093,0.0,0.0,0.0,0.0,1.0,3,0
10.731757712697586,3,0,3,7,1,1,7,1,6,4.3281680052498395,0.004221325143955728,0.003345171817206174,0.48654216400352324,0.0,0.0,0.0,0.0,3.0,3,0
